id;nazwa;typ;liczba_mieszkancow;wojewodztwo;powiat
608022;Abramów;wies;3873;Lubelskie;lubartowski
608032;Firlej;wies;5688;Lubelskie;lubartowski
608042;Jeziorzany;wies;2506;Lubelskie;lubartowski
608053;Kamionka;gmina miejsko-wiejska;6411;Lubelskie;lubartowski
608063;Kock;gmina miejsko-wiejska;5815;Lubelskie;lubartowski
608072;Lubartów;wies;12060;Lubelskie;lubartowski
608082;Michów;wies;5551;Lubelskie;lubartowski
608092;Niedźwiada;wies;6200;Lubelskie;lubartowski
608103;Ostrów Lubelski;gmina miejsko-wiejska;5013;Lubelskie;lubartowski
608112;Ostrówek;wies;3739;Lubelskie;lubartowski
608122;Serniki;wies;4800;Lubelskie;lubartowski
608132;Uścimów;wies;2998;Lubelskie;lubartowski
609013;Bełżyce;gmina miejsko-wiejska;12788;Lubelskie;lubelski
609022;Borzechów;wies;3751;Lubelskie;lubelski
609033;Bychawa;gmina miejsko-wiejska;11006;Lubelskie;lubelski
609042;Garbów;wies;8938;Lubelskie;lubelski
609052;Głusk;wies;14326;Lubelskie;lubelski
609062;Jabłonna;wies;8243;Lubelskie;lubelski
609072;Jastków;wies;15243;Lubelskie;lubelski
609082;Konopnica;wies;15702;Lubelskie;lubelski
609092;Krzczonów;wies;4145;Lubelskie;lubelski
609102;Niedrzwica Duża;wies;11915;Lubelskie;lubelski
609112;Niemce;wies;21522;Lubelskie;lubelski
609122;Strzyżewice;wies;8133;Lubelskie;lubelski
609132;Wojciechów;wies;6016;Lubelskie;lubelski
609142;Wólka;wies;14154;Lubelskie;lubelski
609152;Wysokie;wies;4158;Lubelskie;lubelski
609162;Zakrzew;wies;2694;Lubelskie;lubelski
610012;Cyców;wies;7683;Lubelskie;łęczyński
610022;Ludwin;wies;5609;Lubelskie;łęczyński
610033;Łęczna;gmina miejsko-wiejska;22506;Lubelskie;łęczyński
610042;Milejów;wies;8677;Lubelskie;łęczyński
610052;Puchaczów;wies;5560;Lubelskie;łęczyński
610062;Spiczyn;wies;5965;Lubelskie;łęczyński
611011;Łuków;miasto;27569;Lubelskie;łukowski
611021;Stoczek Łukowski;miasto;2391;Lubelskie;łukowski
611032;Adamów;wies;5207;Lubelskie;łukowski
611042;Krzywda;wies;9844;Lubelskie;łukowski
611052;Łuków;wies;18434;Lubelskie;łukowski
611062;Serokomla;wies;3732;Lubelskie;łukowski
611072;Stanin;wies;9258;Lubelskie;łukowski
611082;Stoczek Łukowski;wies;7267;Lubelskie;łukowski
611092;Trzebieszów;wies;7134;Lubelskie;łukowski
611102;Wojcieszków;wies;6525;Lubelskie;łukowski
611112;Wola Mysłowska;wies;4399;Lubelskie;łukowski
612012;Chodel;wies;6350;Lubelskie;opolski
612023;Józefów nad Wisłą;gmina miejsko-wiejska;6131;Lubelskie;opolski
612032;Karczmiska;wies;5385;Lubelskie;opolski
612042;Łaziska;wies;4596;Lubelskie;opolski
612053;Opole Lubelskie;gmina miejsko-wiejska;16429;Lubelskie;opolski
612063;Poniatowa;gmina miejsko-wiejska;13321;Lubelskie;opolski
612072;Wilków;wies;4185;Lubelskie;opolski
613012;Dębowa Kłoda;wies;3609;Lubelskie;parczewski
613022;Jabłoń;wies;3588;Lubelskie;parczewski
613032;Milanów;wies;3449;Lubelskie;parczewski
613043;Parczew;gmina miejsko-wiejska;13913;Lubelskie;parczewski
613052;Podedwórze;wies;1528;Lubelskie;parczewski
613062;Siemień;wies;4314;Lubelskie;parczewski
613072;Sosnowica;wies;2338;Lubelskie;parczewski
614011;Puławy;miasto;44504;Lubelskie;puławski
614022;Baranów;wies;3641;Lubelskie;puławski
614032;Janowiec;wies;3614;Lubelskie;puławski
614043;Kazimierz Dolny;gmina miejsko-wiejska;6300;Lubelskie;puławski
614052;Końskowola;wies;8489;Lubelskie;puławski
614062;Kurów;wies;7409;Lubelskie;puławski
614072;Markuszów;wies;2904;Lubelskie;puławski
614083;Nałęczów;gmina miejsko-wiejska;8662;Lubelskie;puławski
614092;Puławy;wies;12232;Lubelskie;puławski
614102;Wąwolnica;wies;4344;Lubelskie;puławski
614112;Żyrzyn;wies;6164;Lubelskie;puławski
615011;Radzyń Podlaski;miasto;14571;Lubelskie;radzyński
615022;Borki;wies;5782;Lubelskie;radzyński
615032;Czemierniki;wies;4072;Lubelskie;radzyński
615042;Kąkolewnica;wies;7637;Lubelskie;radzyński
615052;Komarówka Podlaska;wies;3879;Lubelskie;radzyński
615062;Radzyń Podlaski;wies;7891;Lubelskie;radzyński
615072;Ulan-Majorat;wies;5590;Lubelskie;radzyński
615082;Wohyń;wies;6265;Lubelskie;radzyński
616011;Dęblin;miasto;14385;Lubelskie;rycki
616022;Kłoczew;wies;6862;Lubelskie;rycki
616032;Nowodwór;wies;3916;Lubelskie;rycki
616043;Ryki;gmina miejsko-wiejska;19345;Lubelskie;rycki
616052;Stężyca;wies;4803;Lubelskie;rycki
616062;Ułęż;wies;2871;Lubelskie;rycki
617011;Świdnik;miasto;37129;Lubelskie;świdnicki
617022;Mełgiew;wies;10649;Lubelskie;świdnicki
617033;Piaski;gmina miejsko-wiejska;10291;Lubelskie;świdnicki
617042;Rybczewice;wies;3221;Lubelskie;świdnicki
617052;Trawniki;wies;8515;Lubelskie;świdnicki
618011;Tomaszów Lubelski;miasto;18165;Lubelskie;tomaszowski
618022;Bełżec;wies;3163;Lubelskie;tomaszowski
618032;Jarczów;wies;3208;Lubelskie;tomaszowski
618042;Krynice;wies;3040;Lubelskie;tomaszowski
618053;Lubycza Królewska;gmina miejsko-wiejska;5655;Lubelskie;tomaszowski
618063;Łaszczów;gmina miejsko-wiejska;5588;Lubelskie;tomaszowski
618072;Rachanie;wies;4682;Lubelskie;tomaszowski
618082;Susiec;wies;7049;Lubelskie;tomaszowski
618092;Tarnawatka;wies;3788;Lubelskie;tomaszowski
618102;Telatyn;wies;3608;Lubelskie;tomaszowski
618112;Tomaszów Lubelski;wies;11041;Lubelskie;tomaszowski
618123;Tyszowce;gmina miejsko-wiejska;5194;Lubelskie;tomaszowski
618132;Ulhówek;wies;4084;Lubelskie;tomaszowski
619011;Włodawa;miasto;12323;Lubelskie;włodawski
619022;Hanna;wies;2551;Lubelskie;włodawski
619032;Hańsk;wies;3467;Lubelskie;włodawski
619042;Stary Brus;wies;1859;Lubelskie;włodawski
619052;Urszulin;wies;4086;Lubelskie;włodawski
619062;Włodawa;wies;5727;Lubelskie;włodawski
619072;Wola Uhruska;wies;3631;Lubelskie;włodawski
619082;Wyryki;wies;2310;Lubelskie;włodawski
620012;Adamów;wies;4462;Lubelskie;zamojski
620022;Grabowiec;wies;3629;Lubelskie;zamojski
620032;Komarów-Osada;wies;4544;Lubelskie;zamojski
620043;Krasnobród;gmina miejsko-wiejska;6768;Lubelskie;zamojski
620052;Łabunie;wies;5974;Lubelskie;zamojski
620062;Miączyn;wies;5168;Lubelskie;zamojski
620072;Nielisz;wies;5111;Lubelskie;zamojski
620082;Radecznica;wies;5160;Lubelskie;zamojski
620092;Sitno;wies;6571;Lubelskie;zamojski
620102;Skierbieszów;wies;4759;Lubelskie;zamojski
620112;Stary Zamość;wies;4897;Lubelskie;zamojski
620122;Sułów;wies;4116;Lubelskie;zamojski
620133;Szczebrzeszyn;gmina miejsko-wiejska;10677;Lubelskie;zamojski
620142;Zamość;wies;23793;Lubelskie;zamojski
620153;Zwierzyniec;gmina miejsko-wiejska;6190;Lubelskie;zamojski
661000;Biała Podlaska;miasto;54926;Lubelskie;Biała Podlaska
662000;Chełm;miasto;58357;Lubelskie;Chełm
663000;Lublin;miasto;331991;Lubelskie;Lublin
664000;Zamość;miasto;59274;Lubelskie;Zamość
801011;Kostrzyn nad Odrą;miasto;17779;Lubuskie;gorzowski
801022;Bogdaniec;wies;7138;Lubuskie;gorzowski
801032;Deszczno;wies;10502;Lubuskie;gorzowski
801042;Kłodawa;wies;9159;Lubuskie;gorzowski
801052;Lubiszyn;wies;7037;Lubuskie;gorzowski
801062;Santok;wies;9318;Lubuskie;gorzowski
801073;Witnica;gmina miejsko-wiejska;12207;Lubuskie;gorzowski
802011;Gubin;miasto;15857;Lubuskie;krośnieński
802022;Bobrowice;wies;3068;Lubuskie;krośnieński
802032;Bytnica;wies;2320;Lubuskie;krośnieński
802042;Dąbie;wies;4927;Lubuskie;krośnieński
802052;Gubin;wies;7179;Lubuskie;krośnieński
802063;Krosno Odrzańskie;gmina miejsko-wiejska;17170;Lubuskie;krośnieński
802072;Maszewo;wies;2719;Lubuskie;krośnieński
803012;Bledzew;wies;3991;Lubuskie;międzyrzecki
803023;Międzyrzecz;gmina miejsko-wiejska;23971;Lubuskie;międzyrzecki
803032;Przytoczna;wies;5382;Lubuskie;międzyrzecki
803042;Pszczew;wies;4234;Lubuskie;międzyrzecki
803053;Skwierzyna;gmina miejsko-wiejska;11639;Lubuskie;międzyrzecki
803063;Trzciel;gmina miejsko-wiejska;6259;Lubuskie;międzyrzecki
804011;Nowa Sól;miasto;36479;Lubuskie;nowosolski
804023;Bytom Odrzański;gmina miejsko-wiejska;5118;Lubuskie;nowosolski
804032;Kolsko;wies;3250;Lubuskie;nowosolski
804043;Kożuchów;gmina miejsko-wiejska;15328;Lubuskie;nowosolski
804052;Nowa Sól;wies;7216;Lubuskie;nowosolski
804063;Nowe Miasteczko;gmina miejsko-wiejska;5040;Lubuskie;nowosolski
804073;Otyń;gmina miejsko-wiejska;6998;Lubuskie;nowosolski
804082;Siedlisko;wies;3348;Lubuskie;nowosolski
805013;Cybinka;gmina miejsko-wiejska;6259;Lubuskie;słubicki
805022;Górzyca;wies;4086;Lubuskie;słubicki
805033;Ośno Lubuskie;gmina miejsko-wiejska;6238;Lubuskie;słubicki
805043;Rzepin;gmina miejsko-wiejska;9412;Lubuskie;słubicki
805053;Słubice;gmina miejsko-wiejska;20051;Lubuskie;słubicki
806013;Dobiegniew;gmina miejsko-wiejska;6217;Lubuskie;strzelecko-drezdeneck
806023;Drezdenko;gmina miejsko-wiejska;16534;Lubuskie;strzelecko-drezdeneck
806032;Stare Kurowo;wies;3940;Lubuskie;strzelecko-drezdeneck
806043;Strzelce Krajeński;gmina miejsko-wiejska;16353;Lubuskie;strzelecko-drezdeneck
806052;Zwierzyn;wies;4172;Lubuskie;strzelecko-drezdeneck
807012;Krzeszyce;wies;4551;Lubuskie;sulęciński
807023;Lubniewice;gmina miejsko-wiejska;3032;Lubuskie;sulęciński
807032;Słońsk;wies;4681;Lubuskie;sulęciński
807043;Sulęcin;gmina miejsko-wiejska;15217;Lubuskie;sulęciński
807053;Torzym;gmina miejsko-wiejska;6395;Lubuskie;sulęciński
808012;Lubrza;wies;3594;Lubuskie;świebodziński
808022;Łagów;wies;4785;Lubuskie;świebodziński
808032;Skąpe;wies;5152;Lubuskie;świebodziński
808042;Szczaniec;wies;3691;Lubuskie;świebodziński
808053;Świebodzin;gmina miejsko-wiejska;29143;Lubuskie;świebodziński
808063;Zbąszynek;gmina miejsko-wiejska;8082;Lubuskie;świebodziński
809013;Babimost;gmina miejsko-wiejska;6115;Lubuskie;zielonogórski
809022;Bojadła;wies;3198;Lubuskie;zielonogórski
809033;Czerwieńsk;gmina miejsko-wiejska;10021;Lubuskie;zielonogórski
809043;Kargowa;gmina miejsko-wiejska;5902;Lubuskie;zielonogórski
809053;Nowogród Bobrzańsk;gmina miejsko-wiejska;9044;Lubuskie;zielonogórski
809063;Sulechów;gmina miejsko-wiejska;26037;Lubuskie;zielonogórski
809072;Świdnica;wies;6811;Lubuskie;zielonogórski
809082;Trzebiechów;wies;3189;Lubuskie;zielonogórski
809092;Zabór;wies;4626;Lubuskie;zielonogórski
810011;Gozdnica;miasto;2794;Lubuskie;żagański
810021;Żagań;miasto;23949;Lubuskie;żagański
810032;Brzeźnica;wies;3503;Lubuskie;żagański
810043;Iłowa;gmina miejsko-wiejska;6448;Lubuskie;żagański
810053;Małomice;gmina miejsko-wiejska;5149;Lubuskie;żagański
810062;Niegosławice;wies;4267;Lubuskie;żagański
810073;Szprotawa;gmina miejsko-wiejska;19356;Lubuskie;żagański
810082;Wymiarki;wies;2109;Lubuskie;żagański
810092;Żagań;wies;7167;Lubuskie;żagański
811011;Łęknica;miasto;2280;Lubuskie;żarski
811021;Żary;miasto;35468;Lubuskie;żarski
811032;Brody;wies;3209;Lubuskie;żarski
811043;Jasień;gmina miejsko-wiejska;6753;Lubuskie;żarski
811052;Lipinki Łużyckie;wies;3292;Lubuskie;żarski
811063;Lubsko;gmina miejsko-wiejska;17461;Lubuskie;żarski
811072;Przewóz;wies;3033;Lubuskie;żarski
811082;Trzebiel;wies;5516;Lubuskie;żarski
811092;Tuplice;wies;2959;Lubuskie;żarski
811102;Żary;wies;12369;Lubuskie;żarski
812013;Sława;gmina miejsko-wiejska;12430;Lubuskie;wschowski
812023;Szlichtyngowa;gmina miejsko-wiejska;4829;Lubuskie;wschowski
812033;Wschowa;gmina miejsko-wiejska;20271;Lubuskie;wschowski
861000;Gorzów Wielkopolski;miasto;117379;Lubuskie;Gorzów Wielkopolski
862000;Zielona Góra;miasto;139503;Lubuskie;Zielona Góra
1401013;Białobrzegi;gmina miejsko-wiejska;9816;Mazowieckie;białobrzeski
1401022;Promna;wies;5488;Mazowieckie;białobrzeski
1401032;Radzanów;wies;3789;Mazowieckie;białobrzeski
1401042;Stara Błotnica;wies;5460;Mazowieckie;białobrzeski
1401052;Stromiec;wies;5435;Mazowieckie;białobrzeski
1401063;Wyśmierzyce;gmina miejsko-wiejska;2679;Mazowieckie;białobrzeski
1402011;Ciechanów;miasto;42239;Mazowieckie;ciechanowski
1402022;Ciechanów;wies;7435;Mazowieckie;ciechanowski
1402033;Glinojeck;gmina miejsko-wiejska;7229;Mazowieckie;ciechanowski
1402042;Gołymin-Ośrodek;wies;3544;Mazowieckie;ciechanowski
1402052;Grudusk;wies;3362;Mazowieckie;ciechanowski
1402062;Ojrzeń;wies;4135;Mazowieckie;ciechanowski
1402072;Opinogóra Górna;wies;5797;Mazowieckie;ciechanowski
1402082;Regimin;wies;4736;Mazowieckie;ciechanowski
1402092;Sońsk;wies;7390;Mazowieckie;ciechanowski
1403011;Garwolin;miasto;17322;Mazowieckie;garwoliński
1403021;Łaskarzew;miasto;4520;Mazowieckie;garwoliński
1403032;Borowie;wies;4952;Mazowieckie;garwoliński
1403042;Garwolin;wies;13385;Mazowieckie;garwoliński
1403052;Górzno;wies;6667;Mazowieckie;garwoliński
1403062;Łaskarzew;wies;5274;Mazowieckie;garwoliński
1403072;Maciejowice;wies;6461;Mazowieckie;garwoliński
1403082;Miastków Kościelny;wies;4616;Mazowieckie;garwoliński
1403092;Parysów;wies;4122;Mazowieckie;garwoliński
1403103;Pilawa;gmina miejsko-wiejska;10555;Mazowieckie;garwoliński
1403112;Sobolew;wies;7836;Mazowieckie;garwoliński
1403122;Trojanów;wies;7108;Mazowieckie;garwoliński
1403132;Wilga;wies;5114;Mazowieckie;garwoliński
1403143;Żelechów;gmina miejsko-wiejska;7851;Mazowieckie;garwoliński
1404011;Gostynin;miasto;17396;Mazowieckie;gostyniński
1404022;Gostynin;wies;11774;Mazowieckie;gostyniński
1404032;Pacyna;wies;3321;Mazowieckie;gostyniński
1404043;Sanniki;gmina miejsko-wiejska;5678;Mazowieckie;gostyniński
1404052;Szczawin Kościelny;wies;4677;Mazowieckie;gostyniński
1405011;Milanówek;miasto;16467;Mazowieckie;grodziski
1405021;Podkowa Leśna;miasto;3873;Mazowieckie;grodziski
1405032;Baranów;wies;5547;Mazowieckie;grodziski
1405043;Grodzisk Mazowieck;gmina miejsko-wiejska;54122;Mazowieckie;grodziski
1405052;Jaktorów;wies;13261;Mazowieckie;grodziski
1405062;Żabia Wola;wies;10650;Mazowieckie;grodziski
1406012;Belsk Duży;wies;6261;Mazowieckie;grójecki
1406022;Błędów;wies;7117;Mazowieckie;grójecki
1406032;Chynów;wies;10152;Mazowieckie;grójecki
1406042;Goszczyn;wies;2866;Mazowieckie;grójecki
1406053;Grójec;gmina miejsko-wiejska;26234;Mazowieckie;grójecki
1406062;Jasieniec;wies;5367;Mazowieckie;grójecki
1406073;Mogielnica;gmina miejsko-wiejska;8261;Mazowieckie;grójecki
1406083;Nowe Miasto nad Pi;gmina miejsko-wiejska;7248;Mazowieckie;grójecki
1406092;Pniewy;wies;4808;Mazowieckie;grójecki
1406113;Warka;gmina miejsko-wiejska;19280;Mazowieckie;grójecki
1407012;Garbatka-Letnisko;wies;4775;Mazowieckie;kozienicki
1407022;Głowaczów;wies;6761;Mazowieckie;kozienicki
1407032;Gniewoszów;wies;3807;Mazowieckie;kozienicki
1407042;Grabów nad Pilicą;wies;4018;Mazowieckie;kozienicki
1407053;Kozienice;gmina miejsko-wiejska;28119;Mazowieckie;kozienicki
1407062;Magnuszew;wies;6445;Mazowieckie;kozienicki
1407072;Sieciechów;wies;3763;Mazowieckie;kozienicki
1408011;Legionowo;miasto;52913;Mazowieckie;legionowski
1408022;Jabłonna;wies;22817;Mazowieckie;legionowski
1408032;Nieporęt;wies;16946;Mazowieckie;legionowski
1408043;Serock;gmina miejsko-wiejska;17093;Mazowieckie;legionowski
1408052;Wieliszew;wies;19964;Mazowieckie;legionowski
1409012;Chotcza;wies;2227;Mazowieckie;lipski
1409022;Ciepielów;wies;5259;Mazowieckie;lipski
1409033;Lipsko;gmina miejsko-wiejska;10190;Mazowieckie;lipski
1409042;Rzeczniów;wies;4086;Mazowieckie;lipski
1409052;Sienno;wies;5582;Mazowieckie;lipski
1409063;Solec nad Wisłą;gmina miejsko-wiejska;4621;Mazowieckie;lipski
1410012;Huszlew;wies;2669;Mazowieckie;łosicki
1410023;Łosice;gmina miejsko-wiejska;10566;Mazowieckie;łosicki
1410032;Olszanka;wies;2770;Mazowieckie;łosicki
1410042;Platerów;wies;4482;Mazowieckie;łosicki
1410052;Sarnaki;wies;4238;Mazowieckie;łosicki
1410062;Stara Kornica;wies;4438;Mazowieckie;łosicki
1411011;Maków Mazowiecki;miasto;9028;Mazowieckie;makowski
1411022;Czerwonka;wies;2548;Mazowieckie;makowski
1411032;Karniewo;wies;4896;Mazowieckie;makowski
1411042;Krasnosielc;wies;5947;Mazowieckie;makowski
1411052;Młynarze;wies;1628;Mazowieckie;makowski
1411062;Płoniawy-Bramura;wies;4984;Mazowieckie;makowski
1411073;Różan;gmina miejsko-wiejska;4289;Mazowieckie;makowski
1411082;Rzewnie;wies;2440;Mazowieckie;makowski
1411092;Sypniewo;wies;2974;Mazowieckie;makowski
1411102;Szelków;wies;3559;Mazowieckie;makowski
1412011;Mińsk Mazowiecki;miasto;40297;Mazowieckie;miński
1412043;Cegłów;gmina miejsko-wiejska;6096;Mazowieckie;miński
1412052;Dębe Wielkie;wies;11562;Mazowieckie;miński
1412062;Dobre;wies;5852;Mazowieckie;miński
1412073;Halinów;gmina miejsko-wiejska;18042;Mazowieckie;miński
1412082;Jakubów;wies;5085;Mazowieckie;miński
1412093;Kałuszyn;gmina miejsko-wiejska;5558;Mazowieckie;miński
1412102;Latowicz;wies;5178;Mazowieckie;miński
1412112;Mińsk Mazowiecki;wies;16698;Mazowieckie;miński
1412123;Mrozy;gmina miejsko-wiejska;8596;Mazowieckie;miński
1412132;Siennica;wies;7620;Mazowieckie;miński
1412142;Stanisławów;wies;7004;Mazowieckie;miński
1412151;Sulejówek;miasto;21305;Mazowieckie;miński
1413011;Mława;miasto;30860;Mazowieckie;mławski
1413022;Dzierzgowo;wies;2812;Mazowieckie;mławski
1413032;Lipowiec Kościelny;wies;4511;Mazowieckie;mławski
1413042;Radzanów;wies;3001;Mazowieckie;mławski
1413052;Strzegowo;wies;7134;Mazowieckie;mławski
1413062;Stupsk;wies;4494;Mazowieckie;mławski
1413072;Szreńsk;wies;3835;Mazowieckie;mławski
1413082;Szydłowo;wies;4225;Mazowieckie;mławski
1413092;Wieczfnia Kościelna;wies;3692;Mazowieckie;mławski
1413102;Wiśniewo;wies;5093;Mazowieckie;mławski
1414011;Nowy Dwór Mazowiecki;miasto;28657;Mazowieckie;nowodworski
1414022;Czosnów;wies;10999;Mazowieckie;nowodworski
1414032;Leoncin;wies;5586;Mazowieckie;nowodworski
1414043;Nasielsk;gmina miejsko-wiejska;19354;Mazowieckie;nowodworski
1414052;Pomiechówek;wies;9295;Mazowieckie;nowodworski
1414063;Zakroczym;gmina miejsko-wiejska;5936;Mazowieckie;nowodworski
1415012;Baranowo;wies;6037;Mazowieckie;ostrołęcki
1415022;Czarnia;wies;2260;Mazowieckie;ostrołęcki
1415032;Czerwin;wies;4762;Mazowieckie;ostrołęcki
1415042;Goworowo;wies;7883;Mazowieckie;ostrołęcki
1415052;Kadzidło;wies;11020;Mazowieckie;ostrołęcki
1415062;Lelis;wies;9866;Mazowieckie;ostrołęcki
1415072;Łyse;wies;8232;Mazowieckie;ostrołęcki
1415083;Myszyniec;gmina miejsko-wiejska;10122;Mazowieckie;ostrołęcki
1415092;Olszewo-Borki;wies;10968;Mazowieckie;ostrołęcki
1415102;Rzekuń;wies;11761;Mazowieckie;ostrołęcki
1415112;Troszyn;wies;4559;Mazowieckie;ostrołęcki
1416011;Ostrów Mazowiecka;miasto;21705;Mazowieckie;ostrowski
1416022;Andrzejewo;wies;3801;Mazowieckie;ostrowski
1416032;Boguty-Pianki;wies;2416;Mazowieckie;ostrowski
1416043;Brok;gmina miejsko-wiejska;2599;Mazowieckie;ostrowski
1416052;Małkinia Górna;wies;10879;Mazowieckie;ostrowski
1416062;Nur;wies;2537;Mazowieckie;ostrowski
1416072;Ostrów Mazowiecka;wies;12726;Mazowieckie;ostrowski
1416082;Stary Lubotyń;wies;3589;Mazowieckie;ostrowski
1416092;Szulborze Wielkie;wies;1549;Mazowieckie;ostrowski
1416102;Wąsewo;wies;3995;Mazowieckie;ostrowski
1416112;Zaręby Kościelne;wies;3325;Mazowieckie;ostrowski
1417011;Józefów;miasto;21084;Mazowieckie;otwocki
1417021;Otwock;miasto;44178;Mazowieckie;otwocki
1417032;Celestynów;wies;11637;Mazowieckie;otwocki
1417043;Karczew;gmina miejsko-wiejska;15821;Mazowieckie;otwocki
1417052;Kołbiel;wies;8336;Mazowieckie;otwocki
1417062;Osieck;wies;3645;Mazowieckie;otwocki
1417072;Sobienie-Jeziory;wies;6252;Mazowieckie;otwocki
1417082;Wiązowna;wies;15555;Mazowieckie;otwocki
1418013;Góra Kalwaria;gmina miejsko-wiejska;28226;Mazowieckie;piaseczyński
1418023;Konstancin-Jeziorn;gmina miejsko-wiejska;25123;Mazowieckie;piaseczyński
1418032;Lesznowola;wies;35964;Mazowieckie;piaseczyński
1418043;Piaseczno;gmina miejsko-wiejska;96087;Mazowieckie;piaseczyński
1418052;Prażmów;wies;13013;Mazowieckie;piaseczyński
1418063;Tarczyn;gmina miejsko-wiejska;12304;Mazowieckie;piaseczyński
1419012;Bielsk;wies;8896;Mazowieckie;płocki
1419022;Bodzanów;wies;7867;Mazowieckie;płocki
1419032;Brudzeń Duży;wies;8250;Mazowieckie;płocki
1419042;Bulkowo;wies;5252;Mazowieckie;płocki
1419053;Drobin;gmina miejsko-wiejska;7404;Mazowieckie;płocki
1419063;Gąbin;gmina miejsko-wiejska;11075;Mazowieckie;płocki
1419072;Łąck;wies;5363;Mazowieckie;płocki
1419082;Mała Wieś;wies;5686;Mazowieckie;płocki
1419092;Nowy Duninów;wies;3943;Mazowieckie;płocki
1419102;Radzanowo;wies;8580;Mazowieckie;płocki
1419112;Słubice;wies;4138;Mazowieckie;płocki
1419122;Słupno;wies;8860;Mazowieckie;płocki
1419132;Stara Biała;wies;12229;Mazowieckie;płocki
1419142;Staroźreby;wies;6823;Mazowieckie;płocki
1419153;Wyszogród;gmina miejsko-wiejska;5268;Mazowieckie;płocki
1420011;Płońsk;miasto;21674;Mazowieckie;płoński
1420021;Raciąż;miasto;4036;Mazowieckie;płoński
1420032;Baboszewo;wies;7492;Mazowieckie;płoński
1420043;Czerwińsk nad Wisł;gmina miejsko-wiejska;7209;Mazowieckie;płoński
1420052;Dzierzążnia;wies;3387;Mazowieckie;płoński
1420062;Joniec;wies;2738;Mazowieckie;płoński
1420072;Naruszewo;wies;6009;Mazowieckie;płoński
1420083;Nowe Miasto;gmina miejsko-wiejska;4573;Mazowieckie;płoński
1420092;Płońsk;wies;8284;Mazowieckie;płoński
1420102;Raciąż;wies;7955;Mazowieckie;płoński
1420113;Sochocin;gmina miejsko-wiejska;5685;Mazowieckie;płoński
1420122;Załuski;wies;5531;Mazowieckie;płoński
1421011;Piastów;miasto;23111;Mazowieckie;pruszkowski
1421021;Pruszków;miasto;65334;Mazowieckie;pruszkowski
1421033;Brwinów;gmina miejsko-wiejska;29694;Mazowieckie;pruszkowski
1421042;Michałowice;wies;19216;Mazowieckie;pruszkowski
1421052;Nadarzyn;wies;17444;Mazowieckie;pruszkowski
1421062;Raszyn;wies;22853;Mazowieckie;pruszkowski
1422011;Przasnysz;miasto;16491;Mazowieckie;przasnyski
1422023;Chorzele;gmina miejsko-wiejska;9379;Mazowieckie;przasnyski
1422032;Czernice Borowe;wies;3548;Mazowieckie;przasnyski
1422042;Jednorożec;wies;6661;Mazowieckie;przasnyski
1422052;Krasne;wies;3347;Mazowieckie;przasnyski
1422062;Krzynowłoga Mała;wies;3239;Mazowieckie;przasnyski
1422072;Przasnysz;wies;6930;Mazowieckie;przasnyski
1423012;Borkowice;wies;4049;Mazowieckie;przysuski
1423022;Gielniów;wies;4302;Mazowieckie;przysuski
1423032;Klwów;wies;3128;Mazowieckie;przysuski
1423042;Odrzywół;wies;3405;Mazowieckie;przysuski
1423052;Potworów;wies;4012;Mazowieckie;przysuski
1423063;Przysucha;gmina miejsko-wiejska;11057;Mazowieckie;przysuski
1423072;Rusinów;wies;4039;Mazowieckie;przysuski
1423082;Wieniawa;wies;5112;Mazowieckie;przysuski
1424012;Gzy;wies;3588;Mazowieckie;pułtuski
1424022;Obryte;wies;4387;Mazowieckie;pułtuski
1424032;Pokrzywnica;wies;5125;Mazowieckie;pułtuski
1424043;Pułtusk;gmina miejsko-wiejska;24186;Mazowieckie;pułtuski
1424052;Świercze;wies;4493;Mazowieckie;pułtuski
1424062;Winnica;wies;4010;Mazowieckie;pułtuski
1424072;Zatory;wies;4723;Mazowieckie;pułtuski
1425011;Pionki;miasto;16424;Mazowieckie;radomski
1425022;Gózd;wies;9255;Mazowieckie;radomski
1425033;Iłża;gmina miejsko-wiejska;13807;Mazowieckie;radomski
1425042;Jastrzębia;wies;7132;Mazowieckie;radomski
1425052;Jedlińsk;wies;14571;Mazowieckie;radomski
1425063;Jedlnia-Letnisko;gmina miejsko-wiejska;13466;Mazowieckie;radomski
1425072;Kowala;wies;12416;Mazowieckie;radomski
1425082;Pionki;wies;9672;Mazowieckie;radomski
1425092;Przytyk;wies;7064;Mazowieckie;radomski
1425103;Skaryszew;gmina miejsko-wiejska;15310;Mazowieckie;radomski
1425112;Wierzbica;wies;9295;Mazowieckie;radomski
1425122;Wolanów;wies;8965;Mazowieckie;radomski
1425132;Zakrzew;wies;13804;Mazowieckie;radomski
1426012;Domanice;wies;2479;Mazowieckie;siedlecki
1426022;Korczew;wies;2395;Mazowieckie;siedlecki
1426032;Kotuń;wies;8165;Mazowieckie;siedlecki
1426042;Mokobody;wies;4837;Mazowieckie;siedlecki
1426053;Mordy;gmina miejsko-wiejska;5410;Mazowieckie;siedlecki
1426062;Paprotnia;wies;2375;Mazowieckie;siedlecki
1426072;Przesmyki;wies;2834;Mazowieckie;siedlecki
1426082;Siedlce;wies;19451;Mazowieckie;siedlecki
1426092;Skórzec;wies;8128;Mazowieckie;siedlecki
1426102;Suchożebry;wies;4644;Mazowieckie;siedlecki
1426112;Wiśniew;wies;5691;Mazowieckie;siedlecki
